17,9,8,1,1
2,8,10,8,2
3,5,10,7,1
2,6,11,5,2
0,4,13,8,3
2,2,10,8,2
1,5,6,7,4
2,6,4,11,2
3,4,7,6,2
1,4,8,2,2
1,4,9,8,2
1,6,7,7,2
0,5,10,9,2
3,8,6,4,2
2,5,13,4,0
3,8,7,4,1
4,7,7,1,3
2,8,5,4,0
4,4,9,7,0
2,5,7,6,1
2,3,9,3,2
3,6,9,2,0
3,7,5,1,0
0,7,6,4,1
1,8,4,4,1
3,5,6,2,0
2,4,3,7,2
2,7,7,1,0
2,3,13,2,1
4,4,6,6,0
