13,10,9,2,1
11,10,5,3,2
7,10,5,3,1
10,7,3,4,2
10,5,7,4,2
10,6,3,0,5
8,7,3,4,1
12,7,3,2,1
8,6,4,4,0
4,7,4,1,1
10,7,6,0,1
8,7,4,2,2
12,7,3,4,0
8,6,4,1,4
9,6,5,3,1
7,9,3,2,1
7,8,4,2,1
6,3,8,2,0
6,8,6,3,1
9,7,3,2,0
8,4,3,2,1
9,4,4,2,1
4,3,4,5,0
6,7,4,1,0
5,6,4,3,0
5,6,4,0,1
7,5,3,1,2
5,5,5,0,2
9,4,6,2,0
3,5,7,1,4
