10,6,8,5,6
5,10,9,4,3
4,5,11,5,1
2,7,11,4,2
1,6,13,4,4
1,6,10,4,3
2,3,11,5,2
3,6,7,6,3
2,4,12,3,1
2,5,7,3,0
3,7,5,7,2
3,5,9,5,1
1,8,7,7,3
3,9,4,2,5
1,10,13,0,0
2,6,10,3,2
3,5,9,2,3
1,6,8,4,0
5,5,9,5,0
5,2,8,6,0
3,6,6,3,1
3,8,6,1,2
2,5,5,4,0
0,4,9,4,1
3,4,4,3,4
1,6,4,2,3
3,5,6,2,2
5,4,5,3,0
4,3,10,4,0
5,5,5,5,0
